% This is dataset contains MFCC coefficients for instruments% Piano, harp, sax

@relation instrumentsMatch



@attribute coeff1 real 
@attribute coeff2 real
@attribute coeff3 real 
@attribute coeff4 real
@attribute coeff5 real 
@attribute coeff6 real
@attribute coeff7 real 
@attribute coeff8 real
@attribute coeff9 real 
@attribute coeff10 real
@attribute coeff11 real 
@attribute coeff12 real
@attribute coeff13 real 

@attribute instrument {piano, sax, harp} 


@data
5.093261426730431,18.78757795622645,23.85316830798845,38.26901960592968,42.47223026374804,54.942546552628514,57.251771285299405,66.8232919680742,66.84281204470895,73.48770703542296,71.92959829885558,76.15733934307077,74.12557862428567,piano
5.272990089377745,17.5418413231453,22.370103813026997,35.81865032026953,39.439486896567246,51.03209125962879,52.941487953524764,61.70034805479976,61.63413421427169,67.94550050404918,66.64605251541121,70.86539888715447,69.19619880613713,piano
4.861976433244835,17.896867990394675,22.703945579814967,37.35134448393909,40.90731687981949,53.24648522688381,55.31529511679585,64.47035304137428,64.74619058356701,71.47736122418716,70.54010959799916,75.2795473928296,74.17977349787297,piano
4.989693167622931,16.116378722556533,20.70048684004901,33.19040185853151,36.375917080236825,47.358157339100494,49.16218755812839,57.38907385226076,57.58582402172674,63.66594850914104,62.697524640254805,66.9152269623575,65.85150968095793,piano
4.6984968605153075,16.384299090888913,21.090157252388472,34.51197396601408,37.78901688850848,49.48502171355619,51.22236830565734,60.11568123773324,60.23763006211892,66.6091638623624,65.58688378897651,70.01584148346782,68.72403637217096,piano
1.8206154211218784,9.329144779085576,10.822266964672167,18.896254853187184,19.152155544117672,25.574329013630607,27.831455048130803,31.2453684775919,32.91323384112115,36.384036952691524,36.79402824584789,38.95773669182524,39.183131050071665,harp
5.756765254322385,20.980055677493933,22.612899953043943,37.39362300639389,36.24657834832944,45.79826608979826,44.164735808200355,51.162447110261375,48.862779078537116,54.01107223093905,50.112632085429375,52.71000250953008,49.80584948432216,harp
4.635814489690201,16.842525795522626,20.619472190386947,33.03006532467369,35.61140821872204,46.26450010545378,47.55585038707555,56.1894602847872,56.28597640187808,62.97736225713613,62.44094508768857,67.57202105701091,66.95316738020662,harp
4.104119326987652,15.59559958129395,18.819355571392048,30.208025331098444,32.54079937479518,42.403470483899085,43.740902456697555,52.00336476448467,52.34842064405496,58.830792453059466,58.67907153693673,63.63955383460513,63.24617703796556,harp
5.687753889794432,20.001680138590164,21.05195305378426,34.759239949365146,33.19623425626774,42.491062295480894,42.07948459736339,50.42118874942298,49.376439911072865,55.04856169824,51.76376126378147,53.71923514144577,50.34367917632743,harp
1.7659804086763997,17.82839913550044,15.154723999386023,22.98115430408273,16.77947975803455,22.338320319656017,16.821936780782284,22.445935755193105,18.04005312262873,22.68969474507266,19.69059790899608,24.01816682645526,22.20940177049818,sax
0.755845744390223,15.78398252529434,13.744991835262567,23.227000327958862,19.98693568796185,26.28324859347793,21.77554020090463,27.339666892370936,24.065216053765646,27.69296923339463,23.77805268371804,26.402442745620075,24.891699793118264,sax
1.19611908270702,16.420132813463866,14.169915746180338,23.194885958373302,19.265126687274552,26.030653469200352,22.409711964681733,29.62677745124479,27.590639952531376,32.69612018046162,29.897664569116532,33.76909904909538,32.679525486371354,sax
-2.2486743964264373,11.430531346425804,10.829123411544137,20.609096685295754,19.244508721262076,27.210318711490217,26.364701883635256,33.814601995917016,33.34940850129691,38.831578199448714,37.949265468390564,41.79811757496622,40.818693927750246,sax
-5.079654180083557,6.899717503561383,6.419856416026301,15.838189577566704,15.535751338785765,23.400936718383225,23.25364058332338,29.706318962157223,29.57440114041473,34.709327569309984,34.602119991526706,38.51757786625296,38.47469547761183,sax
2.5349615419752993,19.365409098422592,19.210134625324024,26.86919029871639,22.24907372425024,28.602260180803395,26.884652481049116,35.03151492211988,34.83022385678056,41.494931314932174,40.3718813996797,44.461331718912895,42.573555651188855,sax
0.8346854267701885,17.26603139059773,18.366131525005276,27.617494673864094,25.184216084744257,32.49748824943621,32.45787501600693,41.41597103238283,42.8934875737949,49.8898889118988,49.439108035342436,53.113082777463404,51.61079553386643,sax
0.38215364351129366,16.69328084946612,18.209706980352554,27.73929636460169,25.62687164381293,32.66243714990265,32.65214774453972,41.628550275407655,43.861937977989676,51.41705006541003,51.67383902628425,55.39231188154758,53.965699306401156,sax
-3.4034970134788707,10.142864555641093,11.223126235484107,21.99807094101956,22.703403193556802,31.490540636845594,32.321504651223144,39.97422974966785,41.007817908670276,47.15673203474355,47.64326334413623,51.821580208068,51.7414402774042,sax
-1.8359530924631902,12.010996299283873,11.104291833310866,19.60198420609131,17.461376863043654,25.108823463321656,24.62082302805045,32.09565422047594,31.60282039095658,36.817274120814,35.46348551660205,38.86088747657606,37.45766766258804,sax
-1.1218005632974475,15.07530739145955,17.865039710509866,29.280888795523076,29.515970716021368,38.00758677521648,38.78985999758859,47.12290393803496,48.72119382826967,55.38290970194618,55.83377929558772,60.17272062150807,60.50564639644521,sax
-1.7285149224866707,14.063074482361433,16.84111134700358,28.6654619660118,29.848340808460385,39.229488738309286,40.935708561792026,49.9684314644803,52.296930921337186,59.575078186418274,60.70763785997853,65.5113652362649,66.1151316558327,sax
-2.119366167157411,11.821788790849375,13.502256141890607,25.263514066493727,27.351881707818382,37.52909706082187,39.60340872856472,48.13779839077251,49.83988055432961,56.507679507693034,57.612485990730626,62.44099167914445,63.03911811777604,sax
-4.687028757619822,7.444811231716177,7.073139179286211,16.643623712797798,16.52525585393711,24.576202012433875,24.67042652590924,31.407036435987642,31.573172459257947,36.998574484551334,37.16248854354286,41.317242786839174,41.49638025935324,sax
-4.806285755568999,7.113294452503765,6.454570592241189,15.716838444558975,15.272753885595531,22.996997097374937,22.768640124108398,29.181841860584182,29.072442936113564,34.270583529699316,34.231166181304495,38.17077935118008,38.15409480053043,sax
2.752485042862694,17.201233305458484,11.896613605216624,19.120437063980514,12.063645564586844,19.56336167518324,16.60068656373087,24.789043277173928,21.963865618512944,27.29148921441312,23.652631926996104,24.510378022157987,19.115215912371788,sax
