% This is dataset contains MFCC coefficients for instruments% Piano, harp, sax

@relation instrumentsMatch



@attribute coeff1 real 
@attribute coeff2 real
@attribute coeff3 real 
@attribute coeff4 real
@attribute coeff5 real 
@attribute coeff6 real
@attribute coeff7 real 
@attribute coeff8 real
@attribute coeff9 real 
@attribute coeff10 real
@attribute coeff11 real 
@attribute coeff12 real
@attribute coeff13 real 
@attribute coeff14 real 
@attribute coeff15 real
@attribute coeff16 real 
@attribute coeff17 real
@attribute coeff18 real 
@attribute coeff19 real
@attribute coeff20 real 
@attribute coeff21 real
@attribute coeff22 real 
@attribute coeff23 real
@attribute coeff24 real 
@attribute coeff25 real
@attribute coeff26 real


@attribute instrument {piano, sax, harp} 


@data
5.093261426730431,13.69431652949602,5.065590351762011,14.415851297941243,4.203210657818341,12.470316288880479,2.3092247326708897,9.571520682774787,0.01952007663475831,6.644894990714009,-1.5581087365673156,4.227741044215226,-2.031760718785121,1.2894953188789045,3.2209767671294034,1.1894644279808155,3.0852953766331392,1.0943120599965948,2.0859647683513596,0.8301568026155353,1.2279860063046173,0.7983823198683077,0.7910906308648344,0.8984680895984031,0.5870102518819652,0.7816027514621708,piano
5.272990089377745,12.26885123376755,4.828262489881704,13.448546507242552,3.6208365762976937,11.592604363061549,1.9093966938959543,8.758860101274983,-0.06621384052809808,6.311366289777493,-1.2994479886379542,4.219346371743251,-1.6692000810173362,0.5980428053936226,2.394459420761105,0.9266886642209149,3.0470279331619037,0.9891050762579283,1.9832633085953784,1.0946802098718198,1.2236731669664622,1.0951953361864264,1.032802786476303,0.9787938491052123,0.7445614276193815,0.7081267782589987,piano
4.861976433244835,13.034891557149837,4.80707758942029,14.647398904124119,3.5559723958803824,12.339168347064298,2.0688098899120666,9.155057924578447,0.27583754219273654,6.731170640620124,-0.9372516261879436,4.739437794830426,-1.099773894956634,0.7661539013687746,2.0125598198967274,1.1987978885703525,2.368545153197352,0.8152069356123866,1.5314861259644705,0.9346253154073113,1.2017360784560585,1.2036013378394788,1.3009159595742406,1.1041334286327373,1.0045962313418368,0.8441077654461551,piano
4.989693167622931,11.1266855549336,4.584108117492461,12.48991501848251,3.1855152217052973,10.98224025886365,1.8040302190278967,8.226886294132386,0.19675016946600143,6.08012448741431,-0.9684238688862226,4.217702322102708,-1.0637172813995563,0.5659956148725664,1.4502335925564898,1.0962250636371618,2.2702076036106877,0.8828332668811006,1.8867834014667961,0.7257766624711924,1.1983000424297556,0.9196619923041444,0.765736417387285,0.9156966627252072,0.7003370833180225,0.783055508193796,piano
4.6984968605153075,11.685802230373609,4.705858161499557,13.421816713625597,3.277042922494384,11.696004825047702,1.7373465921011508,8.89331293207591,0.12194882438569217,6.371533800243443,-1.0222800733858775,4.428957694491318,-1.2918051112968432,0.6067229043015434,1.3885573944637841,1.3038511439300213,2.2727533997267146,1.062981936421648,1.8428302117617945,0.6946138421155373,1.1146962756420389,0.9251697824768769,0.882893987203415,0.8591774563062333,0.7418241646637055,0.7459740616472987,piano
1.8206154211218784,7.508529357963696,1.4931221855865846,8.073987888515017,0.255900690930485,6.422173469512926,2.257126034500198,3.4139134294611098,1.6678653635292653,3.4708031115703846,0.4099912931563777,2.163708445977336,0.22539435824642004,3.5357958930267315,4.945653395873478,2.7693627199658297,4.402610152600858,3.2490225062841906,4.777743964928402,1.9075672355764917,6.639458331010969,1.741196555508469,4.007197542929112,1.4197373754427312,3.223583304400637,1.5136857589920856,harp
5.756765254322385,15.223290423171552,1.6328442755500103,14.780723053349949,-1.1470446580644578,9.55168774146882,-1.6335302815978916,6.9977113020610435,-2.299668031724274,5.148293152401934,-3.8984401455096958,2.597370424100698,-2.904153025207924,1.5118505912608633,2.6670271165939248,2.9901726950777707,2.8371098523540206,3.116729727815113,2.1448177321596127,3.1933390711038974,2.7539382679573254,2.806424526156532,2.181107038547952,2.3634918947961574,2.703319937725836,1.284843072864763,harp
4.635814489690201,12.206711305832425,3.776946394864317,12.410593134286755,2.581342894048329,10.653091886731744,1.291350281621765,8.633609897711635,0.09651611709089888,6.691385855258043,-0.5364171694475507,5.131075969322335,-0.6188536768042726,1.1148636227848252,3.110354883400246,1.1276876412395194,2.997649478508085,1.0923609595649217,1.952525083240296,1.818939216192339,1.4224142673099696,1.8357746618902373,1.031539898819343,1.6876640767862006,0.8315607310070163,1.276644994797284,harp
4.104119326987652,11.491480254306298,3.223755990098099,11.388669759706385,2.3327740436967397,9.862671109103903,1.3374319727984931,8.262462307787093,0.34505587957027983,6.482371809004527,-0.15172091612270494,4.960482297668364,-0.39337679663956704,1.0779360365460275,3.0051767078687117,1.0030673812312758,2.40378372157936,0.8603038735023997,1.3328633039845155,1.1127744843471883,0.9529011720207117,1.6144555889167287,1.0974920521916678,1.5605856602331913,0.8520636372210858,1.1625437585271692,harp
5.687753889794432,14.313926248795724,1.050272915194081,13.707286895580882,-1.5630056930974092,9.294828039213147,-0.41157769811752565,8.341704152059608,-1.0447488383501262,5.67212178716713,-3.28480043445855,1.9554738776642573,-3.375555965118345,1.3654561702862331,2.916735571324234,3.6668767943666776,2.654699507076775,4.2035493445819165,2.112980793452455,2.9451308928147517,2.5293916011724153,2.455973254365527,2.5353790371414044,2.0733841992163673,2.7403892966934498,1.3555205906027208,harp
