% This is dataset contains MFCC coefficients for instruments% Piano, harp, sax

@relation instrumentsMatch



@attribute coeff1 real 
@attribute coeff2 real
@attribute coeff3 real 
@attribute coeff4 real
@attribute coeff5 real 
@attribute coeff6 real
@attribute coeff7 real 
@attribute coeff8 real
@attribute coeff9 real 
@attribute coeff10 real
@attribute coeff11 real 
@attribute coeff12 real
@attribute coeff13 real 

@attribute instrument {piano, sax, harp} 

@data
1.2894953188789045,3.2209767671294034,1.1894644279808155,3.0852953766331392,1.0943120599965948,2.0859647683513596,0.8301568026155353,1.2279860063046173,0.7983823198683077,0.7910906308648344,0.8984680895984031,0.5870102518819652,0.7816027514621708,piano
0.5980428053936226,2.394459420761105,0.9266886642209149,3.0470279331619037,0.9891050762579283,1.9832633085953784,1.0946802098718198,1.2236731669664622,1.0951953361864264,1.032802786476303,0.9787938491052123,0.7445614276193815,0.7081267782589987,piano
0.7661539013687746,2.0125598198967274,1.1987978885703525,2.368545153197352,0.8152069356123866,1.5314861259644705,0.9346253154073113,1.2017360784560585,1.2036013378394788,1.3009159595742406,1.1041334286327373,1.0045962313418368,0.8441077654461551,piano
0.5659956148725664,1.4502335925564898,1.0962250636371618,2.2702076036106877,0.8828332668811006,1.8867834014667961,0.7257766624711924,1.1983000424297556,0.9196619923041444,0.765736417387285,0.9156966627252072,0.7003370833180225,0.783055508193796,piano
0.6067229043015434,1.3885573944637841,1.3038511439300213,2.2727533997267146,1.062981936421648,1.8428302117617945,0.6946138421155373,1.1146962756420389,0.9251697824768769,0.882893987203415,0.8591774563062333,0.7418241646637055,0.7459740616472987,piano
3.5357958930267315,4.945653395873478,2.7693627199658297,4.402610152600858,3.2490225062841906,4.777743964928402,1.9075672355764917,6.639458331010969,1.741196555508469,4.007197542929112,1.4197373754427312,3.223583304400637,1.5136857589920856,harp
1.5118505912608633,2.6670271165939248,2.9901726950777707,2.8371098523540206,3.116729727815113,2.1448177321596127,3.1933390711038974,2.7539382679573254,2.806424526156532,2.181107038547952,2.3634918947961574,2.703319937725836,1.284843072864763,harp
1.1148636227848252,3.110354883400246,1.1276876412395194,2.997649478508085,1.0923609595649217,1.952525083240296,1.818939216192339,1.4224142673099696,1.8357746618902373,1.031539898819343,1.6876640767862006,0.8315607310070163,1.276644994797284,harp
1.0779360365460275,3.0051767078687117,1.0030673812312758,2.40378372157936,0.8603038735023997,1.3328633039845155,1.1127744843471883,0.9529011720207117,1.6144555889167287,1.0974920521916678,1.5605856602331913,0.8520636372210858,1.1625437585271692,harp
1.3654561702862331,2.916735571324234,3.6668767943666776,2.654699507076775,4.2035493445819165,2.112980793452455,2.9451308928147517,2.5293916011724153,2.455973254365527,2.5353790371414044,2.0733841992163673,2.7403892966934498,1.3555205906027208,harp
4.4662568355451375,3.620697069102071,3.2547103727392916,2.0423697675889474,4.236055110924473,2.031733367798272,4.388764835474422,1.8385700158377825,4.109586747845307,3.3244853568813015,3.795688117773342,2.4631889760546106,1.6460774016049424,sax
4.3632788394666395,3.00542488095768,2.8500752079708898,1.3247046305111905,2.8234718423576277,1.7599685674659797,4.233631106565495,2.2886219330345074,3.692896656346513,3.6393542798097194,4.930483429051359,3.809528444914619,2.1737422612356387,sax
4.2117887364814495,2.6419053726875954,2.96503811400065,1.735164847113964,3.2462780015383763,1.8648053603892045,3.722004351688285,1.6490738692931217,2.76984364504081,1.6526361797437878,2.4673181878385733,2.3245719970772942,2.1400074925586656,sax
3.871858319272697,2.2770969655783238,1.285475747122252,0.8959177403488355,2.4651079833718756,0.8334716925084373,2.8197264074679556,1.4570396019311316,2.1992830403962325,0.933700241756079,1.803194857915786,0.7148039564845831,1.4426953550754005,sax
0.5682381615590117,0.2857956630533905,0.3115358949359821,0.3358572121305444,0.30936481295556595,0.30488744808073476,0.2600882303314782,0.2611779815302679,0.26781121984644923,0.2886940267629906,0.2974232783629774,0.27674302381589194,0.22727023764499743,sax
1.0225907059016248,2.7113698820414847,0.9096889188118963,0.9855865326149977,0.8617725751030865,0.7581307244581154,0.9486678045810127,1.059399092370306,1.0151928507976347,0.8063222775579915,0.9744084203175175,0.8007389479223119,0.6309089431085352,sax
1.2736198221625274,1.950187108660338,0.9730908947573972,1.010470834800448,1.5290792257750652,0.9177689185596107,0.8493675219849388,1.2210297590524637,1.2661272912838692,1.1065744091583771,1.006333298232963,0.7885192126779533,0.7619344343423349,sax
1.1232798283385874,1.7360690316952563,1.099700679836817,0.8126785057136555,1.2540798376428755,0.8471655616026068,0.7099094812985425,1.4345869626180348,1.3247007394635741,1.0301530997711672,0.9647935691636179,0.6734737260517483,0.7326948754468808,sax
1.9606928430976953,1.5250193215419408,1.634765518807758,1.4546982791076433,1.292026454423201,1.1869102551638857,1.0978280399082139,1.0867825386640466,0.9682955154405465,0.7752731833516544,0.5278641155998458,0.4770834483248664,0.5582417448707345,sax
4.107237273163156,2.857317608030752,0.7298371286070351,1.210870682021529,2.333624177444852,0.5847261653585877,0.7437762034734311,1.459858840396365,0.8087326236063082,0.6531238599175637,1.8899973273949422,0.868765012715832,1.8832475588704034,sax
0.6920395891801339,1.8202268267965185,1.4001229929541033,0.8118572450208319,1.1762798721900727,0.680624808240154,1.1014500718618077,0.8725713477083679,1.021085889128773,0.5718898225865617,0.6216110086942002,0.5645939684649001,0.5582471892395631,sax
0.7757007234288085,1.0237040213676356,0.8709123937263609,0.5583872573454551,0.7551315694447742,0.6017245446876399,0.4697098874801817,0.6282134725775118,0.6571973276332281,0.6256525370366811,0.45905675366163706,0.4930503384490479,0.5559403486256399,sax
